id,notumor,meningioma,pituitary,glioma
28,notumor/Tr-no_1023.jpg,meningioma/Tr-aug-me_34.jpg,pituitary/Tr-pi_1023.jpg,glioma/Tr-gl_1023.jpg
29,notumor/Tr-no_1024.jpg,meningioma/Tr-aug-me_35.jpg,pituitary/Tr-pi_1024.jpg,glioma/Tr-gl_1024.jpg
30,notumor/Tr-no_1025.jpg,meningioma/Tr-aug-me_36.jpg,pituitary/Tr-pi_1025.jpg,glioma/Tr-gl_1025.jpg
31,notumor/Tr-no_1026.jpg,meningioma/Tr-aug-me_37.jpg,pituitary/Tr-pi_1026.jpg,glioma/Tr-gl_1026.jpg
32,notumor/Tr-no_1027.jpg,meningioma/Tr-aug-me_38.jpg,pituitary/Tr-pi_1027.jpg,glioma/Tr-gl_1027.jpg
33,notumor/Tr-no_1028.jpg,meningioma/Tr-aug-me_39.jpg,pituitary/Tr-pi_1028.jpg,glioma/Tr-gl_1028.jpg
34,notumor/Tr-no_1029.jpg,meningioma/Tr-aug-me_4.jpg,pituitary/Tr-pi_1029.jpg,glioma/Tr-gl_1029.jpg
35,notumor/Tr-no_103.jpg,meningioma/Tr-aug-me_40.jpg,pituitary/Tr-pi_103.jpg,glioma/Tr-gl_103.jpg
36,notumor/Tr-no_1030.jpg,meningioma/Tr-aug-me_41.jpg,pituitary/Tr-pi_1030.jpg,glioma/Tr-gl_1030.jpg
37,notumor/Tr-no_1031.jpg,meningioma/Tr-aug-me_42.jpg,pituitary/Tr-pi_1031.jpg,glioma/Tr-gl_1031.jpg
38,notumor/Tr-no_1032.jpg,meningioma/Tr-aug-me_43.jpg,pituitary/Tr-pi_1032.jpg,glioma/Tr-gl_1032.jpg
39,notumor/Tr-no_1033.jpg,meningioma/Tr-aug-me_44.jpg,pituitary/Tr-pi_1033.jpg,glioma/Tr-gl_1033.jpg
40,notumor/Tr-no_1034.jpg,meningioma/Tr-aug-me_45.jpg,pituitary/Tr-pi_1034.jpg,glioma/Tr-gl_1034.jpg
41,notumor/Tr-no_1035.jpg,meningioma/Tr-aug-me_46.jpg,pituitary/Tr-pi_1035.jpg,glioma/Tr-gl_1035.jpg
42,notumor/Tr-no_1036.jpg,meningioma/Tr-aug-me_47.jpg,pituitary/Tr-pi_1036.jpg,glioma/Tr-gl_1036.jpg
43,notumor/Tr-no_1037.jpg,meningioma/Tr-aug-me_48.jpg,pituitary/Tr-pi_1037.jpg,glioma/Tr-gl_1037.jpg
44,notumor/Tr-no_1038.jpg,meningioma/Tr-aug-me_49.jpg,pituitary/Tr-pi_1038.jpg,glioma/Tr-gl_1038.jpg
45,notumor/Tr-no_1039.jpg,meningioma/Tr-aug-me_5.jpg,pituitary/Tr-pi_1039.jpg,glioma/Tr-gl_1039.jpg
46,notumor/Tr-no_104.jpg,meningioma/Tr-aug-me_50.jpg,pituitary/Tr-pi_104.jpg,glioma/Tr-gl_104.jpg
47,notumor/Tr-no_1040.jpg,meningioma/Tr-aug-me_51.jpg,pituitary/Tr-pi_1040.jpg,glioma/Tr-gl_1040.jpg
48,notumor/Tr-no_1041.jpg,meningioma/Tr-aug-me_52.jpg,pituitary/Tr-pi_1041.jpg,glioma/Tr-gl_1041.jpg
49,notumor/Tr-no_1042.jpg,meningioma/Tr-aug-me_53.jpg,pituitary/Tr-pi_1042.jpg,glioma/Tr-gl_1042.jpg
50,notumor/Tr-no_1043.jpg,meningioma/Tr-aug-me_54.jpg,pituitary/Tr-pi_1043.jpg,glioma/Tr-gl_1043.jpg
51,notumor/Tr-no_1044.jpg,meningioma/Tr-aug-me_55.jpg,pituitary/Tr-pi_1044.jpg,glioma/Tr-gl_1044.jpg
52,notumor/Tr-no_1045.jpg,meningioma/Tr-aug-me_56.jpg,pituitary/Tr-pi_1045.jpg,glioma/Tr-gl_1045.jpg
53,notumor/Tr-no_1046.jpg,meningioma/Tr-aug-me_57.jpg,pituitary/Tr-pi_1046.jpg,glioma/Tr-gl_1046.jpg
54,notumor/Tr-no_1047.jpg,meningioma/Tr-aug-me_58.jpg,pituitary/Tr-pi_1047.jpg,glioma/Tr-gl_1047.jpg
55,notumor/Tr-no_1048.jpg,meningioma/Tr-aug-me_59.jpg,pituitary/Tr-pi_1048.jpg,glioma/Tr-gl_1048.jpg
56,notumor/Tr-no_1049.jpg,meningioma/Tr-aug-me_6.jpg,pituitary/Tr-pi_1049.jpg,glioma/Tr-gl_1049.jpg
57,notumor/Tr-no_105.jpg,meningioma/Tr-aug-me_60.jpg,pituitary/Tr-pi_105.jpg,glioma/Tr-gl_105.jpg
58,notumor/Tr-no_1050.jpg,meningioma/Tr-aug-me_61.jpg,pituitary/Tr-pi_1050.jpg,glioma/Tr-gl_1050.jpg
59,notumor/Tr-no_1051.jpg,meningioma/Tr-aug-me_62.jpg,pituitary/Tr-pi_1051.jpg,glioma/Tr-gl_1051.jpg
60,notumor/Tr-no_1052.jpg,meningioma/Tr-aug-me_63.jpg,pituitary/Tr-pi_1052.jpg,glioma/Tr-gl_1052.jpg
61,notumor/Tr-no_1053.jpg,meningioma/Tr-aug-me_64.jpg,pituitary/Tr-pi_1053.jpg,glioma/Tr-gl_1053.jpg
62,notumor/Tr-no_1054.jpg,meningioma/Tr-aug-me_65.jpg,pituitary/Tr-pi_1054.jpg,glioma/Tr-gl_1054.jpg
63,notumor/Tr-no_1055.jpg,meningioma/Tr-aug-me_66.jpg,pituitary/Tr-pi_1055.jpg,glioma/Tr-gl_1055.jpg
64,notumor/Tr-no_1056.jpg,meningioma/Tr-aug-me_67.jpg,pituitary/Tr-pi_1056.jpg,glioma/Tr-gl_1056.jpg
65,notumor/Tr-no_1057.jpg,meningioma/Tr-aug-me_68.jpg,pituitary/Tr-pi_1057.jpg,glioma/Tr-gl_1057.jpg
66,notumor/Tr-no_1058.jpg,meningioma/Tr-aug-me_69.jpg,pituitary/Tr-pi_1058.jpg,glioma/Tr-gl_1058.jpg
67,notumor/Tr-no_1059.jpg,meningioma/Tr-aug-me_7.jpg,pituitary/Tr-pi_1059.jpg,glioma/Tr-gl_1059.jpg
68,notumor/Tr-no_106.jpg,meningioma/Tr-aug-me_70.jpg,pituitary/Tr-pi_106.jpg,glioma/Tr-gl_106.jpg
69,notumor/Tr-no_1060.jpg,meningioma/Tr-aug-me_71.jpg,pituitary/Tr-pi_1060.jpg,glioma/Tr-gl_1060.jpg
70,notumor/Tr-no_1061.jpg,meningioma/Tr-aug-me_72.jpg,pituitary/Tr-pi_1061.jpg,glioma/Tr-gl_1061.jpg
71,notumor/Tr-no_1062.jpg,meningioma/Tr-aug-me_73.jpg,pituitary/Tr-pi_1062.jpg,glioma/Tr-gl_1062.jpg
72,notumor/Tr-no_1063.jpg,meningioma/Tr-aug-me_74.jpg,pituitary/Tr-pi_1063.jpg,glioma/Tr-gl_1063.jpg
73,notumor/Tr-no_1064.jpg,meningioma/Tr-aug-me_75.jpg,pituitary/Tr-pi_1064.jpg,glioma/Tr-gl_1064.jpg
74,notumor/Tr-no_1065.jpg,meningioma/Tr-aug-me_76.jpg,pituitary/Tr-pi_1065.jpg,glioma/Tr-gl_1065.jpg
75,notumor/Tr-no_1066.jpg,meningioma/Tr-aug-me_77.jpg,pituitary/Tr-pi_1066.jpg,glioma/Tr-gl_1066.jpg
76,notumor/Tr-no_1067.jpg,meningioma/Tr-aug-me_78.jpg,pituitary/Tr-pi_1067.jpg,glioma/Tr-gl_1067.jpg
77,notumor/Tr-no_1068.jpg,meningioma/Tr-aug-me_79.jpg,pituitary/Tr-pi_1068.jpg,glioma/Tr-gl_1068.jpg
78,notumor/Tr-no_1069.jpg,meningioma/Tr-aug-me_8.jpg,pituitary/Tr-pi_1069.jpg,glioma/Tr-gl_1069.jpg
79,notumor/Tr-no_107.jpg,meningioma/Tr-aug-me_80.jpg,pituitary/Tr-pi_107.jpg,glioma/Tr-gl_107.jpg
80,notumor/Tr-no_1070.jpg,meningioma/Tr-aug-me_81.jpg,pituitary/Tr-pi_1070.jpg,glioma/Tr-gl_1070.jpg
81,notumor/Tr-no_1071.jpg,meningioma/Tr-aug-me_82.jpg,pituitary/Tr-pi_1071.jpg,glioma/Tr-gl_1071.jpg
82,notumor/Tr-no_1072.jpg,meningioma/Tr-aug-me_83.jpg,pituitary/Tr-pi_1072.jpg,glioma/Tr-gl_1072.jpg
83,notumor/Tr-no_1073.jpg,meningioma/Tr-aug-me_84.jpg,pituitary/Tr-pi_1073.jpg,glioma/Tr-gl_1073.jpg
84,notumor/Tr-no_1074.jpg,meningioma/Tr-aug-me_85.jpg,pituitary/Tr-pi_1074.jpg,glioma/Tr-gl_1074.jpg
85,notumor/Tr-no_1075.jpg,meningioma/Tr-aug-me_86.jpg,pituitary/Tr-pi_1075.jpg,glioma/Tr-gl_1075.jpg
86,notumor/Tr-no_1076.jpg,meningioma/Tr-aug-me_87.jpg,pituitary/Tr-pi_1076.jpg,glioma/Tr-gl_1076.jpg
87,notumor/Tr-no_1077.jpg,meningioma/Tr-aug-me_88.jpg,pituitary/Tr-pi_1077.jpg,glioma/Tr-gl_1077.jpg
88,notumor/Tr-no_1078.jpg,meningioma/Tr-aug-me_89.jpg,pituitary/Tr-pi_1078.jpg,glioma/Tr-gl_1078.jpg
89,notumor/Tr-no_1079.jpg,meningioma/Tr-aug-me_9.jpg,pituitary/Tr-pi_1079.jpg,glioma/Tr-gl_1079.jpg
90,notumor/Tr-no_108.jpg,meningioma/Tr-aug-me_90.jpg,pituitary/Tr-pi_108.jpg,glioma/Tr-gl_108.jpg
91,notumor/Tr-no_1080.jpg,meningioma/Tr-aug-me_91.jpg,pituitary/Tr-pi_1080.jpg,glioma/Tr-gl_1080.jpg
92,notumor/Tr-no_1081.jpg,meningioma/Tr-aug-me_92.jpg,pituitary/Tr-pi_1081.jpg,glioma/Tr-gl_1081.jpg
93,notumor/Tr-no_1082.jpg,meningioma/Tr-aug-me_93.jpg,pituitary/Tr-pi_1082.jpg,glioma/Tr-gl_1082.jpg
94,notumor/Tr-no_1083.jpg,meningioma/Tr-aug-me_94.jpg,pituitary/Tr-pi_1083.jpg,glioma/Tr-gl_1083.jpg
95,notumor/Tr-no_1084.jpg,meningioma/Tr-aug-me_95.jpg,pituitary/Tr-pi_1084.jpg,glioma/Tr-gl_1084.jpg
96,notumor/Tr-no_1085.jpg,meningioma/Tr-aug-me_96.jpg,pituitary/Tr-pi_1085.jpg,glioma/Tr-gl_1085.jpg
97,notumor/Tr-no_1086.jpg,meningioma/Tr-aug-me_97.jpg,pituitary/Tr-pi_1086.jpg,glioma/Tr-gl_1086.jpg
98,notumor/Tr-no_1087.jpg,meningioma/Tr-aug-me_98.jpg,pituitary/Tr-pi_1087.jpg,glioma/Tr-gl_1087.jpg
99,notumor/Tr-no_1088.jpg,meningioma/Tr-aug-me_99.jpg,pituitary/Tr-pi_1088.jpg,glioma/Tr-gl_1088.jpg
100,notumor/Tr-no_1089.jpg,meningioma/Tr-me_1.jpg,pituitary/Tr-pi_1089.jpg,glioma/Tr-gl_1089.jpg
101,notumor/Tr-no_109.jpg,meningioma/Tr-me_10.jpg,pituitary/Tr-pi_109.jpg,glioma/Tr-gl_109.jpg
102,notumor/Tr-no_1090.jpg,meningioma/Tr-me_100.jpg,pituitary/Tr-pi_1090.jpg,glioma/Tr-gl_1090.jpg
103,notumor/Tr-no_1091.jpg,meningioma/Tr-me_1000.jpg,pituitary/Tr-pi_1091.jpg,glioma/Tr-gl_1091.jpg
104,notumor/Tr-no_1092.jpg,meningioma/Tr-me_1001.jpg,pituitary/Tr-pi_1092.jpg,glioma/Tr-gl_1092.jpg
105,notumor/Tr-no_1093.jpg,meningioma/Tr-me_1002.jpg,pituitary/Tr-pi_1093.jpg,glioma/Tr-gl_1093.jpg
106,notumor/Tr-no_1094.jpg,meningioma/Tr-me_1003.jpg,pituitary/Tr-pi_1094.jpg,glioma/Tr-gl_1094.jpg
107,notumor/Tr-no_1095.jpg,meningioma/Tr-me_1004.jpg,pituitary/Tr-pi_1095.jpg,glioma/Tr-gl_1095.jpg
108,notumor/Tr-no_1096.jpg,meningioma/Tr-me_1005.jpg,pituitary/Tr-pi_1096.jpg,glioma/Tr-gl_1096.jpg
109,notumor/Tr-no_1097.jpg,meningioma/Tr-me_1006.jpg,pituitary/Tr-pi_1097.jpg,glioma/Tr-gl_1097.jpg
110,notumor/Tr-no_1098.jpg,meningioma/Tr-me_1007.jpg,pituitary/Tr-pi_1098.jpg,glioma/Tr-gl_1098.jpg
111,notumor/Tr-no_1099.jpg,meningioma/Tr-me_1008.jpg,pituitary/Tr-pi_1099.jpg,glioma/Tr-gl_1099.jpg
112,notumor/Tr-no_11.jpg,meningioma/Tr-me_1009.jpg,pituitary/Tr-pi_11.jpg,glioma/Tr-gl_11.jpg
113,notumor/Tr-no_110.jpg,meningioma/Tr-me_101.jpg,pituitary/Tr-pi_110.jpg,glioma/Tr-gl_110.jpg
114,notumor/Tr-no_1100.jpg,meningioma/Tr-me_1010.jpg,pituitary/Tr-pi_1100.jpg,glioma/Tr-gl_1100.jpg
115,notumor/Tr-no_1101.jpg,meningioma/Tr-me_1011.jpg,pituitary/Tr-pi_1101.jpg,glioma/Tr-gl_1101.jpg
116,notumor/Tr-no_1102.jpg,meningioma/Tr-me_1012.jpg,pituitary/Tr-pi_1102.jpg,glioma/Tr-gl_1102.jpg
117,notumor/Tr-no_1103.jpg,meningioma/Tr-me_1013.jpg,pituitary/Tr-pi_1103.jpg,glioma/Tr-gl_1103.jpg
118,notumor/Tr-no_1104.jpg,meningioma/Tr-me_1014.jpg,pituitary/Tr-pi_1104.jpg,glioma/Tr-gl_1104.jpg
119,notumor/Tr-no_1105.jpg,meningioma/Tr-me_1015.jpg,pituitary/Tr-pi_1105.jpg,glioma/Tr-gl_1105.jpg
120,notumor/Tr-no_1106.jpg,meningioma/Tr-me_1016.jpg,pituitary/Tr-pi_1106.jpg,glioma/Tr-gl_1106.jpg
121,notumor/Tr-no_1107.jpg,meningioma/Tr-me_1017.jpg,pituitary/Tr-pi_1107.jpg,glioma/Tr-gl_1107.jpg
122,notumor/Tr-no_1108.jpg,meningioma/Tr-me_1018.jpg,pituitary/Tr-pi_1108.jpg,glioma/Tr-gl_1108.jpg
123,notumor/Tr-no_1109.jpg,meningioma/Tr-me_1019.jpg,pituitary/Tr-pi_1109.jpg,glioma/Tr-gl_1109.jpg
124,notumor/Tr-no_111.jpg,meningioma/Tr-me_102.jpg,pituitary/Tr-pi_111.jpg,glioma/Tr-gl_111.jpg
125,notumor/Tr-no_1110.jpg,meningioma/Tr-me_1020.jpg,pituitary/Tr-pi_1110.jpg,glioma/Tr-gl_1110.jpg
126,notumor/Tr-no_1111.jpg,meningioma/Tr-me_1021.jpg,pituitary/Tr-pi_1111.jpg,glioma/Tr-gl_1111.jpg
127,notumor/Tr-no_1112.jpg,meningioma/Tr-me_1022.jpg,pituitary/Tr-pi_1112.jpg,glioma/Tr-gl_1112.jpg
128,notumor/Tr-no_1113.jpg,meningioma/Tr-me_1023.jpg,pituitary/Tr-pi_1113.jpg,glioma/Tr-gl_1113.jpg
129,notumor/Tr-no_1114.jpg,meningioma/Tr-me_1024.jpg,pituitary/Tr-pi_1114.jpg,glioma/Tr-gl_1114.jpg
130,notumor/Tr-no_1115.jpg,meningioma/Tr-me_1025.jpg,pituitary/Tr-pi_1115.jpg,glioma/Tr-gl_1115.jpg
131,notumor/Tr-no_1116.jpg,meningioma/Tr-me_1026.jpg,pituitary/Tr-pi_1116.jpg,glioma/Tr-gl_1116.jpg
132,notumor/Tr-no_1117.jpg,meningioma/Tr-me_1027.jpg,pituitary/Tr-pi_1117.jpg,glioma/Tr-gl_1117.jpg
133,notumor/Tr-no_1118.jpg,meningioma/Tr-me_1028.jpg,pituitary/Tr-pi_1118.jpg,glioma/Tr-gl_1118.jpg
134,notumor/Tr-no_1119.jpg,meningioma/Tr-me_1029.jpg,pituitary/Tr-pi_1119.jpg,glioma/Tr-gl_1119.jpg
135,notumor/Tr-no_112.jpg,meningioma/Tr-me_103.jpg,pituitary/Tr-pi_112.jpg,glioma/Tr-gl_112.jpg
136,notumor/Tr-no_1120.jpg,meningioma/Tr-me_1030.jpg,pituitary/Tr-pi_1120.jpg,glioma/Tr-gl_1120.jpg
137,notumor/Tr-no_1121.jpg,meningioma/Tr-me_1031.jpg,pituitary/Tr-pi_1121.jpg,glioma/Tr-gl_1121.jpg
138,notumor/Tr-no_1122.jpg,meningioma/Tr-me_1032.jpg,pituitary/Tr-pi_1122.jpg,glioma/Tr-gl_1122.jpg
139,notumor/Tr-no_1123.jpg,meningioma/Tr-me_1033.jpg,pituitary/Tr-pi_1123.jpg,glioma/Tr-gl_1123.jpg
140,notumor/Tr-no_1124.jpg,meningioma/Tr-me_1034.jpg,pituitary/Tr-pi_1124.jpg,glioma/Tr-gl_1124.jpg
141,notumor/Tr-no_1125.jpg,meningioma/Tr-me_1035.jpg,pituitary/Tr-pi_1125.jpg,glioma/Tr-gl_1125.jpg
142,notumor/Tr-no_1126.jpg,meningioma/Tr-me_1036.jpg,pituitary/Tr-pi_1126.jpg,glioma/Tr-gl_1126.jpg
143,notumor/Tr-no_1127.jpg,meningioma/Tr-me_1037.jpg,pituitary/Tr-pi_1127.jpg,glioma/Tr-gl_1127.jpg
144,notumor/Tr-no_1128.jpg,meningioma/Tr-me_1038.jpg,pituitary/Tr-pi_1128.jpg,glioma/Tr-gl_1128.jpg
145,notumor/Tr-no_1129.jpg,meningioma/Tr-me_1039.jpg,pituitary/Tr-pi_1129.jpg,glioma/Tr-gl_1129.jpg
146,notumor/Tr-no_113.jpg,meningioma/Tr-me_104.jpg,pituitary/Tr-pi_113.jpg,glioma/Tr-gl_113.jpg
147,notumor/Tr-no_1130.jpg,meningioma/Tr-me_1040.jpg,pituitary/Tr-pi_1130.jpg,glioma/Tr-gl_1130.jpg
148,notumor/Tr-no_1131.jpg,meningioma/Tr-me_1041.jpg,pituitary/Tr-pi_1131.jpg,glioma/Tr-gl_1131.jpg
149,notumor/Tr-no_1132.jpg,meningioma/Tr-me_1042.jpg,pituitary/Tr-pi_1132.jpg,glioma/Tr-gl_1132.jpg
150,notumor/Tr-no_1133.jpg,meningioma/Tr-me_1043.jpg,pituitary/Tr-pi_1133.jpg,glioma/Tr-gl_1133.jpg
151,notumor/Tr-no_1134.jpg,meningioma/Tr-me_1044.jpg,pituitary/Tr-pi_1134.jpg,glioma/Tr-gl_1134.jpg
152,notumor/Tr-no_1135.jpg,meningioma/Tr-me_1045.jpg,pituitary/Tr-pi_1135.jpg,glioma/Tr-gl_1135.jpg
153,notumor/Tr-no_1136.jpg,meningioma/Tr-me_1046.jpg,pituitary/Tr-pi_1136.jpg,glioma/Tr-gl_1136.jpg
154,notumor/Tr-no_1137.jpg,meningioma/Tr-me_1047.jpg,pituitary/Tr-pi_1137.jpg,glioma/Tr-gl_1137.jpg
155,notumor/Tr-no_1138.jpg,meningioma/Tr-me_1048.jpg,pituitary/Tr-pi_1138.jpg,glioma/Tr-gl_1138.jpg
156,notumor/Tr-no_1139.jpg,meningioma/Tr-me_1049.jpg,pituitary/Tr-pi_1139.jpg,glioma/Tr-gl_1139.jpg
157,notumor/Tr-no_114.jpg,meningioma/Tr-me_105.jpg,pituitary/Tr-pi_114.jpg,glioma/Tr-gl_114.jpg
158,notumor/Tr-no_1140.jpg,meningioma/Tr-me_1050.jpg,pituitary/Tr-pi_1140.jpg,glioma/Tr-gl_1140.jpg
159,notumor/Tr-no_1141.jpg,meningioma/Tr-me_1051.jpg,pituitary/Tr-pi_1141.jpg,glioma/Tr-gl_1141.jpg
160,notumor/Tr-no_1142.jpg,meningioma/Tr-me_1052.jpg,pituitary/Tr-pi_1142.jpg,glioma/Tr-gl_1142.jpg
161,notumor/Tr-no_1143.jpg,meningioma/Tr-me_1053.jpg,pituitary/Tr-pi_1143.jpg,glioma/Tr-gl_1143.jpg
162,notumor/Tr-no_1144.jpg,meningioma/Tr-me_1054.jpg,pituitary/Tr-pi_1144.jpg,glioma/Tr-gl_1144.jpg
163,notumor/Tr-no_1145.jpg,meningioma/Tr-me_1055.jpg,pituitary/Tr-pi_1145.jpg,glioma/Tr-gl_1145.jpg
164,notumor/Tr-no_1146.jpg,meningioma/Tr-me_1056.jpg,pituitary/Tr-pi_1146.jpg,glioma/Tr-gl_1146.jpg
165,notumor/Tr-no_1147.jpg,meningioma/Tr-me_1057.jpg,pituitary/Tr-pi_1147.jpg,glioma/Tr-gl_1147.jpg
166,notumor/Tr-no_1148.jpg,meningioma/Tr-me_1058.jpg,pituitary/Tr-pi_1148.jpg,glioma/Tr-gl_1148.jpg
167,notumor/Tr-no_1149.jpg,meningioma/Tr-me_1059.jpg,pituitary/Tr-pi_1149.jpg,glioma/Tr-gl_1149.jpg
168,notumor/Tr-no_115.jpg,meningioma/Tr-me_106.jpg,pituitary/Tr-pi_115.jpg,glioma/Tr-gl_115.jpg
169,notumor/Tr-no_1150.jpg,meningioma/Tr-me_1060.jpg,pituitary/Tr-pi_1150.jpg,glioma/Tr-gl_1150.jpg
170,notumor/Tr-no_1151.jpg,meningioma/Tr-me_1061.jpg,pituitary/Tr-pi_1151.jpg,glioma/Tr-gl_1151.jpg
171,notumor/Tr-no_1152.jpg,meningioma/Tr-me_1062.jpg,pituitary/Tr-pi_1152.jpg,glioma/Tr-gl_1152.jpg
172,notumor/Tr-no_1153.jpg,meningioma/Tr-me_1063.jpg,pituitary/Tr-pi_1153.jpg,glioma/Tr-gl_1153.jpg
173,notumor/Tr-no_1154.jpg,meningioma/Tr-me_1064.jpg,pituitary/Tr-pi_1154.jpg,glioma/Tr-gl_1154.jpg
174,notumor/Tr-no_1155.jpg,meningioma/Tr-me_1065.jpg,pituitary/Tr-pi_1155.jpg,glioma/Tr-gl_1155.jpg
175,notumor/Tr-no_1156.jpg,meningioma/Tr-me_1066.jpg,pituitary/Tr-pi_1156.jpg,glioma/Tr-gl_1156.jpg
176,notumor/Tr-no_1157.jpg,meningioma/Tr-me_1067.jpg,pituitary/Tr-pi_1157.jpg,glioma/Tr-gl_1157.jpg
177,notumor/Tr-no_1158.jpg,meningioma/Tr-me_1068.jpg,pituitary/Tr-pi_1158.jpg,glioma/Tr-gl_1158.jpg
178,notumor/Tr-no_1159.jpg,meningioma/Tr-me_1069.jpg,pituitary/Tr-pi_1159.jpg,glioma/Tr-gl_1159.jpg
179,notumor/Tr-no_116.jpg,meningioma/Tr-me_107.jpg,pituitary/Tr-pi_116.jpg,glioma/Tr-gl_116.jpg
180,notumor/Tr-no_1160.jpg,meningioma/Tr-me_1070.jpg,pituitary/Tr-pi_1160.jpg,glioma/Tr-gl_1160.jpg
181,notumor/Tr-no_1161.jpg,meningioma/Tr-me_1071.jpg,pituitary/Tr-pi_1161.jpg,glioma/Tr-gl_1161.jpg
182,notumor/Tr-no_1162.jpg,meningioma/Tr-me_1072.jpg,pituitary/Tr-pi_1162.jpg,glioma/Tr-gl_1162.jpg
183,notumor/Tr-no_1163.jpg,meningioma/Tr-me_1073.jpg,pituitary/Tr-pi_1163.jpg,glioma/Tr-gl_1163.jpg
184,notumor/Tr-no_1164.jpg,meningioma/Tr-me_1074.jpg,pituitary/Tr-pi_1164.jpg,glioma/Tr-gl_1164.jpg
185,notumor/Tr-no_1165.jpg,meningioma/Tr-me_1075.jpg,pituitary/Tr-pi_1165.jpg,glioma/Tr-gl_1165.jpg
