id,image_name,type
191,notumor/Tr-no_501.jpg,notumor
192,notumor/Tr-no_527.jpg,notumor
193,glioma/Tr-gl_1019.jpg,glioma
194,pituitary/Tr-pi_998.jpg,pituitary
195,pituitary/Tr-pi_1302.jpg,pituitary
196,meningioma/Tr-me_286.jpg,meningioma
197,meningioma/Tr-me_1134.jpg,meningioma
198,meningioma/Tr-aug-me_11.jpg,meningioma
199,notumor/Tr-no_1116.jpg,notumor
200,meningioma/Tr-me_75.jpg,meningioma
201,glioma/Tr-gl_1244.jpg,glioma
202,meningioma/Tr-me_66.jpg,meningioma
203,meningioma/Tr-me_636.jpg,meningioma
204,pituitary/Tr-pi_1088.jpg,pituitary
205,notumor/Tr-no_871.jpg,notumor
206,meningioma/Tr-me_955.jpg,meningioma
207,glioma/Tr-gl_539.jpg,glioma
208,pituitary/Tr-pi_984.jpg,pituitary
209,glioma/Tr-gl_664.jpg,glioma
210,pituitary/Tr-pi_547.jpg,pituitary
211,notumor/Tr-no_535.jpg,notumor
212,meningioma/Tr-me_674.jpg,meningioma
213,glioma/Tr-gl_1043.jpg,glioma
214,pituitary/Tr-pi_393.jpg,pituitary
215,glioma/Tr-gl_1156.jpg,glioma
216,pituitary/Tr-pi_968.jpg,pituitary
217,notumor/Tr-no_653.jpg,notumor
218,notumor/Tr-no_1067.jpg,notumor
219,glioma/Tr-gl_984.jpg,glioma
220,meningioma/Tr-me_1194.jpg,meningioma
221,notumor/Tr-no_1350.jpg,notumor
222,meningioma/Tr-me_832.jpg,meningioma
223,glioma/Tr-gl_901.jpg,glioma
224,pituitary/Tr-pi_796.jpg,pituitary
225,notumor/Tr-no_551.jpg,notumor
226,glioma/Tr-gl_752.jpg,glioma
227,pituitary/Tr-pi_996.jpg,pituitary
228,meningioma/Tr-me_1187.jpg,meningioma
229,glioma/Tr-gl_255.jpg,glioma
230,notumor/Tr-no_1082.jpg,notumor
231,notumor/Tr-no_1344.jpg,notumor
232,glioma/Tr-gl_437.jpg,glioma
233,meningioma/Tr-me_464.jpg,meningioma
234,glioma/Tr-gl_1163.jpg,glioma
235,glioma/Tr-gl_702.jpg,glioma
236,pituitary/Tr-pi_1055.jpg,pituitary
237,glioma/Tr-gl_1152.jpg,glioma
238,notumor/Tr-no_1144.jpg,notumor
239,pituitary/Tr-pi_1397.jpg,pituitary
240,meningioma/Tr-me_831.jpg,meningioma
241,pituitary/Tr-pi_688.jpg,pituitary
242,meningioma/Tr-me_128.jpg,meningioma
243,glioma/Tr-gl_1013.jpg,glioma
244,glioma/Tr-gl_807.jpg,glioma
245,pituitary/Tr-pi_259.jpg,pituitary
246,glioma/Tr-gl_736.jpg,glioma
247,glioma/Tr-gl_1252.jpg,glioma
248,notumor/Tr-no_96.jpg,notumor
249,glioma/Tr-gl_1093.jpg,glioma
250,glioma/Tr-gl_306.jpg,glioma
251,glioma/Tr-gl_1079.jpg,glioma
252,glioma/Tr-gl_1011.jpg,glioma
253,glioma/Tr-gl_1066.jpg,glioma
254,pituitary/Tr-pi_90.jpg,pituitary
255,pituitary/Tr-pi_1016.jpg,pituitary
256,pituitary/Tr-pi_248.jpg,pituitary
257,meningioma/Tr-me_640.jpg,meningioma
258,notumor/Tr-no_628.jpg,notumor
259,glioma/Tr-gl_1304.jpg,glioma
260,glioma/Tr-gl_15.jpg,glioma
261,glioma/Tr-gl_448.jpg,glioma
262,pituitary/Tr-pi_478.jpg,pituitary
263,meningioma/Tr-me_647.jpg,meningioma
264,notumor/Tr-no_273.jpg,notumor
265,glioma/Tr-gl_1090.jpg,glioma
266,notumor/Tr-no_1034.jpg,notumor
267,notumor/Tr-no_324.jpg,notumor
268,glioma/Tr-gl_168.jpg,glioma
269,notumor/Tr-no_646.jpg,notumor
270,pituitary/Tr-pi_1316.jpg,pituitary
271,glioma/Tr-gl_655.jpg,glioma
272,meningioma/Tr-me_1003.jpg,meningioma
273,notumor/Tr-no_180.jpg,notumor
274,glioma/Tr-gl_1012.jpg,glioma
275,glioma/Tr-gl_593.jpg,glioma
276,pituitary/Tr-pi_721.jpg,pituitary
277,notumor/Tr-no_1370.jpg,notumor
278,meningioma/Tr-me_253.jpg,meningioma
279,pituitary/Tr-pi_466.jpg,pituitary
280,notumor/Tr-no_165.jpg,notumor
281,glioma/Tr-gl_1022.jpg,glioma
282,meningioma/Tr-me_123.jpg,meningioma
283,notumor/Tr-no_1232.jpg,notumor
284,meningioma/Tr-me_898.jpg,meningioma
285,notumor/Tr-no_226.jpg,notumor
286,pituitary/Tr-pi_203.jpg,pituitary
287,pituitary/Tr-pi_516.jpg,pituitary
288,notumor/Tr-no_62.jpg,notumor
289,glioma/Tr-gl_1234.jpg,glioma
290,pituitary/Tr-pi_795.jpg,pituitary
291,pituitary/Tr-pi_40.jpg,pituitary
292,meningioma/Tr-me_980.jpg,meningioma
293,pituitary/Tr-pi_20.jpg,pituitary
294,meningioma/Tr-me_918.jpg,meningioma
295,notumor/Tr-no_114.jpg,notumor
296,meningioma/Tr-me_900.jpg,meningioma
297,meningioma/Tr-me_817.jpg,meningioma
298,pituitary/Tr-pi_787.jpg,pituitary
299,pituitary/Tr-pi_863.jpg,pituitary
300,glioma/Tr-gl_911.jpg,glioma
301,pituitary/Tr-pi_172.jpg,pituitary
302,glioma/Tr-gl_636.jpg,glioma
303,meningioma/Tr-me_7.jpg,meningioma
304,glioma/Tr-gl_68.jpg,glioma
305,pituitary/Tr-pi_192.jpg,pituitary
306,pituitary/Tr-pi_28.jpg,pituitary
307,glioma/Tr-gl_1139.jpg,glioma
308,pituitary/Tr-pi_46.jpg,pituitary
309,pituitary/Tr-pi_1389.jpg,pituitary
310,pituitary/Tr-pi_136.jpg,pituitary
311,pituitary/Tr-pi_1141.jpg,pituitary
312,pituitary/Tr-pi_761.jpg,pituitary
313,meningioma/Tr-me_644.jpg,meningioma
314,glioma/Tr-gl_613.jpg,glioma
315,glioma/Tr-gl_491.jpg,glioma
316,meningioma/Tr-me_290.jpg,meningioma
317,notumor/Tr-no_502.jpg,notumor
318,pituitary/Tr-pi_94.jpg,pituitary
319,glioma/Tr-gl_542.jpg,glioma
320,notumor/Tr-no_666.jpg,notumor
321,pituitary/Tr-pi_1009.jpg,pituitary
322,pituitary/Tr-pi_693.jpg,pituitary
323,pituitary/Tr-pi_805.jpg,pituitary
324,notumor/Tr-no_1222.jpg,notumor
325,glioma/Tr-gl_949.jpg,glioma
326,meningioma/Tr-me_631.jpg,meningioma
327,notumor/Tr-no_312.jpg,notumor
328,meningioma/Tr-me_1026.jpg,meningioma
329,notumor/Tr-no_1164.jpg,notumor
330,glioma/Tr-gl_100.jpg,glioma
331,notumor/Tr-no_1135.jpg,notumor
332,glioma/Tr-gl_835.jpg,glioma
333,glioma/Tr-gl_755.jpg,glioma
334,meningioma/Tr-me_130.jpg,meningioma
335,meningioma/Tr-me_693.jpg,meningioma
336,meningioma/Tr-me_1157.jpg,meningioma
337,glioma/Tr-gl_1208.jpg,glioma
338,notumor/Tr-no_1217.jpg,notumor
339,glioma/Tr-gl_822.jpg,glioma
340,meningioma/Tr-me_1171.jpg,meningioma
341,meningioma/Tr-me_220.jpg,meningioma
342,pituitary/Tr-pi_193.jpg,pituitary
343,notumor/Tr-no_418.jpg,notumor
344,notumor/Tr-no_1287.jpg,notumor
345,pituitary/Tr-pi_151.jpg,pituitary
346,meningioma/Tr-me_306.jpg,meningioma
347,glioma/Tr-gl_1219.jpg,glioma
348,pituitary/Tr-pi_141.jpg,pituitary
349,pituitary/Tr-pi_1290.jpg,pituitary
350,glioma/Tr-gl_1272.jpg,glioma
351,glioma/Tr-gl_229.jpg,glioma
352,glioma/Tr-gl_414.jpg,glioma
353,meningioma/Tr-me_715.jpg,meningioma
354,glioma/Tr-gl_628.jpg,glioma
355,notumor/Tr-no_98.jpg,notumor
356,glioma/Tr-gl_78.jpg,glioma
357,glioma/Tr-gl_1263.jpg,glioma
358,meningioma/Tr-me_305.jpg,meningioma
359,glioma/Tr-gl_329.jpg,glioma
360,glioma/Tr-gl_397.jpg,glioma
361,notumor/Tr-no_442.jpg,notumor
362,meningioma/Tr-me_353.jpg,meningioma
363,pituitary/Tr-pi_349.jpg,pituitary
364,notumor/Tr-no_823.jpg,notumor
365,glioma/Tr-gl_904.jpg,glioma
366,notumor/Tr-no_64.jpg,notumor
367,notumor/Tr-no_1298.jpg,notumor
368,glioma/Tr-gl_508.jpg,glioma
369,pituitary/Tr-pi_205.jpg,pituitary
370,glioma/Tr-gl_934.jpg,glioma
371,pituitary/Tr-pi_224.jpg,pituitary
372,notumor/Tr-no_684.jpg,notumor
373,pituitary/Tr-pi_679.jpg,pituitary
374,glioma/Tr-gl_450.jpg,glioma
375,notumor/Tr-no_835.jpg,notumor
376,notumor/Tr-no_1139.jpg,notumor
377,pituitary/Tr-pi_888.jpg,pituitary
378,meningioma/Tr-aug-me_72.jpg,meningioma
379,meningioma/Tr-me_885.jpg,meningioma
380,pituitary/Tr-pi_692.jpg,pituitary
381,pituitary/Tr-pi_309.jpg,pituitary
382,glioma/Tr-gl_680.jpg,glioma
383,meningioma/Tr-me_84.jpg,meningioma
384,meningioma/Tr-me_24.jpg,meningioma
385,glioma/Tr-gl_402.jpg,glioma
386,meningioma/Tr-me_699.jpg,meningioma
387,pituitary/Tr-pi_1001.jpg,pituitary
388,meningioma/Tr-me_93.jpg,meningioma
389,pituitary/Tr-pi_1086.jpg,pituitary
390,meningioma/Tr-me_103.jpg,meningioma
391,meningioma/Tr-me_321.jpg,meningioma
392,pituitary/Tr-pi_429.jpg,pituitary
393,notumor/Tr-no_664.jpg,notumor
394,pituitary/Tr-pi_632.jpg,pituitary
395,glioma/Tr-gl_1397.jpg,glioma
396,pituitary/Tr-pi_1345.jpg,pituitary
397,notumor/Tr-no_1183.jpg,notumor
398,pituitary/Tr-pi_955.jpg,pituitary
399,glioma/Tr-gl_77.jpg,glioma
400,glioma/Tr-gl_893.jpg,glioma
401,glioma/Tr-gl_456.jpg,glioma
402,meningioma/Tr-me_316.jpg,meningioma
403,meningioma/Tr-me_841.jpg,meningioma
404,pituitary/Tr-pi_1012.jpg,pituitary
405,pituitary/Tr-pi_882.jpg,pituitary
406,glioma/Tr-gl_538.jpg,glioma
407,notumor/Tr-no_342.jpg,notumor
408,notumor/Tr-no_523.jpg,notumor
409,pituitary/Tr-pi_472.jpg,pituitary
410,notumor/Tr-no_84.jpg,notumor
411,pituitary/Tr-pi_435.jpg,pituitary
412,pituitary/Tr-pi_164.jpg,pituitary
413,pituitary/Tr-pi_12.jpg,pituitary
414,meningioma/Tr-me_1256.jpg,meningioma
415,glioma/Tr-gl_75.jpg,glioma
416,pituitary/Tr-pi_1329.jpg,pituitary
417,pituitary/Tr-pi_86.jpg,pituitary
418,meningioma/Tr-me_1091.jpg,meningioma
419,pituitary/Tr-pi_479.jpg,pituitary
420,meningioma/Tr-me_807.jpg,meningioma
421,pituitary/Tr-pi_1156.jpg,pituitary
422,notumor/Tr-no_693.jpg,notumor
423,notumor/Tr-no_512.jpg,notumor
424,meningioma/Tr-me_8.jpg,meningioma
425,pituitary/Tr-pi_160.jpg,pituitary
426,glioma/Tr-gl_1104.jpg,glioma
427,meningioma/Tr-me_1156.jpg,meningioma
428,pituitary/Tr-pi_296.jpg,pituitary
429,notumor/Tr-no_166.jpg,notumor
430,notumor/Tr-no_1070.jpg,notumor
431,pituitary/Tr-pi_503.jpg,pituitary
432,notumor/Tr-no_578.jpg,notumor
433,pituitary/Tr-pi_241.jpg,pituitary
434,pituitary/Tr-pi_1214.jpg,pituitary
435,notumor/Tr-no_1273.jpg,notumor
436,meningioma/Tr-me_696.jpg,meningioma
437,meningioma/Tr-me_498.jpg,meningioma
438,glioma/Tr-gl_307.jpg,glioma
439,glioma/Tr-gl_457.jpg,glioma
440,pituitary/Tr-pi_434.jpg,pituitary
441,glioma/Tr-gl_974.jpg,glioma
442,notumor/Tr-no_598.jpg,notumor
443,glioma/Tr-gl_1212.jpg,glioma
444,meningioma/Tr-me_9.jpg,meningioma
445,glioma/Tr-gl_256.jpg,glioma
446,glioma/Tr-gl_793.jpg,glioma
447,notumor/Tr-no_123.jpg,notumor
448,glioma/Tr-gl_1157.jpg,glioma
449,glioma/Tr-gl_1338.jpg,glioma
450,meningioma/Tr-aug-me_66.jpg,meningioma
451,notumor/Tr-no_857.jpg,notumor
452,notumor/Tr-no_1281.jpg,notumor
453,glioma/Tr-gl_746.jpg,glioma
454,meningioma/Tr-me_429.jpg,meningioma
455,meningioma/Tr-me_221.jpg,meningioma
456,pituitary/Tr-pi_39.jpg,pituitary
457,pituitary/Tr-pi_936.jpg,pituitary
458,meningioma/Tr-me_1237.jpg,meningioma
459,pituitary/Tr-pi_299.jpg,pituitary
460,notumor/Tr-no_1275.jpg,notumor
461,notumor/Tr-no_790.jpg,notumor
462,meningioma/Tr-me_1195.jpg,meningioma
463,notumor/Tr-no_507.jpg,notumor
464,glioma/Tr-gl_1382.jpg,glioma
465,meningioma/Tr-me_928.jpg,meningioma
466,notumor/Tr-no_1151.jpg,notumor
467,meningioma/Tr-me_845.jpg,meningioma
468,pituitary/Tr-pi_701.jpg,pituitary
469,glioma/Tr-gl_462.jpg,glioma
470,glioma/Tr-gl_1390.jpg,glioma
471,meningioma/Tr-me_940.jpg,meningioma
472,glioma/Tr-gl_602.jpg,glioma
473,meningioma/Tr-me_1160.jpg,meningioma
474,pituitary/Tr-pi_835.jpg,pituitary
475,meningioma/Tr-me_80.jpg,meningioma
476,notumor/Tr-no_884.jpg,notumor
477,pituitary/Tr-pi_256.jpg,pituitary
478,meningioma/Tr-me_840.jpg,meningioma
479,meningioma/Tr-me_1189.jpg,meningioma
480,glioma/Tr-gl_183.jpg,glioma
481,meningioma/Tr-me_182.jpg,meningioma
482,notumor/Tr-no_883.jpg,notumor
483,pituitary/Tr-pi_696.jpg,pituitary
484,meningioma/Tr-me_342.jpg,meningioma
485,notumor/Tr-no_1051.jpg,notumor
486,pituitary/Tr-pi_719.jpg,pituitary
487,meningioma/Tr-me_652.jpg,meningioma
488,notumor/Tr-no_1361.jpg,notumor
489,pituitary/Tr-pi_475.jpg,pituitary
490,notumor/Tr-no_1392.jpg,notumor
491,pituitary/Tr-pi_548.jpg,pituitary
492,notumor/Tr-no_1380.jpg,notumor
493,notumor/Tr-no_817.jpg,notumor
494,meningioma/Tr-me_1128.jpg,meningioma
495,meningioma/Tr-me_1067.jpg,meningioma
496,pituitary/Tr-pi_407.jpg,pituitary
497,meningioma/Tr-me_606.jpg,meningioma
498,meningioma/Tr-me_46.jpg,meningioma
499,meningioma/Tr-aug-me_48.jpg,meningioma
500,pituitary/Tr-pi_1168.jpg,pituitary
501,notumor/Tr-no_185.jpg,notumor
502,notumor/Tr-no_555.jpg,notumor
503,pituitary/Tr-pi_178.jpg,pituitary
504,pituitary/Tr-pi_474.jpg,pituitary
505,notumor/Tr-no_985.jpg,notumor
506,glioma/Tr-gl_515.jpg,glioma
507,pituitary/Tr-pi_750.jpg,pituitary
508,meningioma/Tr-me_420.jpg,meningioma
509,notumor/Tr-no_539.jpg,notumor
510,notumor/Tr-no_872.jpg,notumor
511,meningioma/Tr-me_780.jpg,meningioma
512,notumor/Tr-no_1193.jpg,notumor
513,pituitary/Tr-pi_249.jpg,pituitary
514,pituitary/Tr-pi_360.jpg,pituitary
515,glioma/Tr-gl_774.jpg,glioma
516,notumor/Tr-no_1102.jpg,notumor
517,meningioma/Tr-aug-me_10.jpg,meningioma
518,meningioma/Tr-me_767.jpg,meningioma
519,notumor/Tr-no_482.jpg,notumor
520,meningioma/Tr-me_222.jpg,meningioma
521,notumor/Tr-no_1047.jpg,notumor
522,meningioma/Tr-me_949.jpg,meningioma
523,glioma/Tr-gl_784.jpg,glioma
524,meningioma/Tr-me_954.jpg,meningioma
525,glioma/Tr-gl_36.jpg,glioma
526,pituitary/Tr-pi_702.jpg,pituitary
527,glioma/Tr-gl_844.jpg,glioma
528,notumor/Tr-no_478.jpg,notumor
529,meningioma/Tr-me_1121.jpg,meningioma
530,pituitary/Tr-pi_451.jpg,pituitary
531,meningioma/Tr-me_649.jpg,meningioma
532,glioma/Tr-gl_873.jpg,glioma
533,glioma/Tr-gl_582.jpg,glioma
534,notumor/Tr-no_1395.jpg,notumor
535,notumor/Tr-no_1305.jpg,notumor
536,notumor/Tr-no_1038.jpg,notumor
537,meningioma/Tr-me_213.jpg,meningioma
538,glioma/Tr-gl_704.jpg,glioma
539,notumor/Tr-no_715.jpg,notumor
540,pituitary/Tr-pi_140.jpg,pituitary
541,glioma/Tr-gl_202.jpg,glioma
542,meningioma/Tr-me_1093.jpg,meningioma
543,glioma/Tr-gl_916.jpg,glioma
544,meningioma/Tr-me_1163.jpg,meningioma
545,notumor/Tr-no_497.jpg,notumor
546,pituitary/Tr-pi_1038.jpg,pituitary
547,notumor/Tr-no_694.jpg,notumor
548,notumor/Tr-no_988.jpg,notumor
549,notumor/Tr-no_1035.jpg,notumor
550,notumor/Tr-no_821.jpg,notumor
551,pituitary/Tr-pi_899.jpg,pituitary
552,glioma/Tr-gl_1351.jpg,glioma
553,meningioma/Tr-me_781.jpg,meningioma
554,notumor/Tr-no_894.jpg,notumor
555,glioma/Tr-gl_326.jpg,glioma
556,glioma/Tr-gl_398.jpg,glioma
557,notumor/Tr-no_1111.jpg,notumor
558,notumor/Tr-no_51.jpg,notumor
559,notumor/Tr-no_951.jpg,notumor
560,pituitary/Tr-pi_165.jpg,pituitary
561,meningioma/Tr-me_379.jpg,meningioma
562,pituitary/Tr-pi_1297.jpg,pituitary
563,notumor/Tr-no_6.jpg,notumor
564,pituitary/Tr-pi_1124.jpg,pituitary
565,meningioma/Tr-me_1271.jpg,meningioma
566,glioma/Tr-gl_133.jpg,glioma
567,meningioma/Tr-me_467.jpg,meningioma
568,notumor/Tr-no_542.jpg,notumor
569,glioma/Tr-gl_619.jpg,glioma
570,meningioma/Tr-me_355.jpg,meningioma
571,meningioma/Tr-me_2.jpg,meningioma
572,pituitary/Tr-pi_778.jpg,pituitary
573,pituitary/Tr-pi_292.jpg,pituitary
574,meningioma/Tr-me_1275.jpg,meningioma
575,pituitary/Tr-pi_1219.jpg,pituitary
576,meningioma/Tr-me_551.jpg,meningioma
577,glioma/Tr-gl_435.jpg,glioma
578,notumor/Tr-no_1368.jpg,notumor
579,pituitary/Tr-pi_217.jpg,pituitary
580,notumor/Tr-no_795.jpg,notumor
581,glioma/Tr-gl_1202.jpg,glioma
582,meningioma/Tr-me_1257.jpg,meningioma
583,meningioma/Tr-me_1114.jpg,meningioma
584,glioma/Tr-gl_615.jpg,glioma
585,pituitary/Tr-pi_347.jpg,pituitary
